episodio_id,inizio,fine,n_post,n_parole_tot,primo_post,testo_unito,durata_min
249,2026-05-25 21:45:59.630000+00:00,2026-05-25 21:45:59.630000+00:00,1,66,116637404995923093,"The Enriched Uranium (Nuclear Dust!) will either be immediately turned over to the United States to be brought home and destroyed or, preferably, in conjunction and coordination with the Islamic Republic of Iran, destroyed in place or, at another acceptable location, with the Atomic Energy Commission, or its equivalent, being witness to this process and event. Thank you for your attention to this matter! President DJT",0.0
250,2026-05-26 19:32:42.309000+00:00,2026-05-26 19:32:42.309000+00:00,1,139,116642543193922330,"If Iran surrenders, admits their Navy is gone and resting at the bottom of the sea, and their Air Force is no longer with us, and if their entire Military walks out of Tehran, weapons dropped and hands held high, each shouting “I surrender, I surrender” while wildly waving the representative White Flag, and if their entire remaining Leadership signs all necessary “Documents of Surrender,” and admit their defeat to the great power and force of the magnificent U.S.A., The Failing New York Times, The China Street Journal (WSJ!), Corrupt and now Irrelevant CNN, and all other members of the Fake News Media, will headline that Iran had a Masterful and Brilliant Victory over The United States of America, it wasn't even close. The Dumacrats and Media have totally lost their way. They have gone absolutely CRAZY!!! President DJT",0.0
251,2026-05-27 22:42:10.125000+00:00,2026-05-27 22:42:10.125000+00:00,1,88,116648950505497613,"Gary Gensler and the “Anti-Crypto Army” nearly DESTROYED the American Crypto Industry by driving Bitcoin, Crypto Perpetuals, and INNOVATION offshore, but “TRUMP” SAVED IT. America is now the CRYPTO CAPITAL of the WORLD, and Builders and Entrepreneurs are coming BACK to the United States where they belong. Under my Leadership, we will codify a FUTURE-PROOF Digital Asset Market Structure that cannot be undone by the Crypto Haters. The new Frontier of Finance is being Built in America, and “TRUMP” will NEVER let Crypto down! President DONALD J. TRUMP",0.0
252,2026-05-29 14:51:24.163000+00:00,2026-05-29 14:51:24.163000+00:00,1,231,116658423998920803,"Iran must agree that they will never have a Nuclear Weapon or Bomb. The Hormuz Strait must be immediately open, no tolls, for unrestricted shipping traffic, in both directions. All water mines (bombs), if any, will be terminated (we have removed, through detonation, numerous such mines with our great underwater mine sweepers. Iran will complete the immediate removal and/or detonation of any mines that are left, which will not be many!). Ships caught in the Strait due to our amazing and unprecedented Naval Blockade, which will now be lifted, may start the process of “heading home!” Say HELLO to your wives, husbands, parents, and families from me, your favorite President! The enriched material, sometimes referred to as “Nuclear Dust,” which is buried deep underground with virtually collapsed mountains, caused by our powerful B2 Bomber attack 11 months ago, sitting on top of it, will be unearthed by the United States (which, it is agreed, is the only Country, along with China, with the mechanical capability of doing so!), in close coordination and conjunction with the Islamic Republic of Iran, plus the International Atomic Energy Agency, and DESTROYED. No money will be exchanged, until further notice. Other items, of far less importance, have been agreed to. I will be meeting now, in the Situation Room, to make a final determination. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
253,2026-05-30 15:15:31.425000+00:00,2026-05-30 15:15:31.425000+00:00,1,723,116664181157116570,"Can you imagine? A Barack Hussein Obama Judge named Christopher Cooper has stopped a magnificent structural and aesthetic rebuilding of The Trump Kennedy Center where Millions of Dollars of material, marble, furniture, steel, air conditioning, heating, and so much else was ordered, or soon to be ordered, with the end result being a structure that would no longer be in a potential state of collapse, rusted, rotted, and rat and bug infested, to one that would be the Finest anywhere in the World. It was necessary to close the Center in order to get this work done. It is not possible to have a major and very dangerous Construction job, including the replacement of structural beams, with audiences innocently going in to watch a Play. The marble is in terrible shape, the pipes are gone, the air conditioning and heating systems are 65 years old, and no longer functioning. It was all being torn out to be replaced by brand new Carrier Equipment, at the highest standard. Now that won't happen anymore because a Judge, whose wife is an anti Trump Hater, and he is too, decided, unprecedentedly, to not allow a desperately needed Building Renovation to go forward. On top of that, he said, “Rip his name off the Building, he's got 20 days to do so,” even though a large Board of some of the most distinguished people in the Country voted unanimously to put the name up. I didn't do it, the Board did because they thought it would be good for this dying Institution, which was doing Record Low Business and, especially after COVID, only getting worse — True for other such Institutions throughout the Country, but The Trump Kennedy Center was going to be a special one. It would have fully recovered, when none others will. It would have been a New Standard of Excellence, one of my many Gifts to Washington, D.C. The new Building would have been incomparable, beautiful marble, magnificent chandeliers, the finest carpets, rugs, and furniture, designed at the highest level but, perhaps most importantly, replaced steel on many beams, columns, and girders, making the Building structurally sound again. People shouldn't be allowed to go into that Building until this is fixed, and yet the Trump Hating Judge wants to keep it open because his wife probably told him to do so! Cooper's wife, Amy Jeffress, who doesn't use the “Cooper” name because they, as a couple, don't want people to know that she has a Conflict of Interest with an important Judge, is a Radical Left Democrat, who worked as a Federal Prosecutor and Counselor to Obama Attorney General, Eric Holder, worked behind the scenes for the January 6th Unselect Committee of Political Hacks and Thugs, Dirty Cop FBI attorney Lisa Page in the Hillary Clinton Email Scandal, RUSSIA RUSSIA RUSSIA Hoax, and her Millions of Dollars Settlement, even though she was “guilty as hell,” and is currently representing Sleepy Joe Biden on the release of his audio tapes, and more. She also works for the same Legal Firm that represented E. Jean Carroll who received a decision against me, now under appeal, that was shocking to the entire World. Amy is totally wired into the Left System, from her husband down, and it is impossible for me to be treated fairly. He has a total Conflict of Interest, and should be brought up on charges for not revealing these facts. That is why The Kennedy Center will soon be closed, probably never to open again. That is why, at a different level, and with different players, our Country lost the TARIFF Case, and is forced to pay back 149 Billion Dollars in money received from people who hate everything we stand for. They are laughing all the way to the Bank at how stupid we are (One half sentence clause from the Supreme Court would have saved us this incalculable amount of money!), and that is probably why our Country will lose the Birthright Citizenship Case (No other Country in the World has this — It is totally unaffordable!), because our Court System is RIGGED, no different than our Political System is RIGGED, and the people of our Country know it, and that is why I got overwhelmingly elected President, in Record Numbers, and will FIGHT, FIGHT, FIGHT! President DONALD J. TRUMP",0.0
254,2026-05-30 20:33:36.656000+00:00,2026-05-30 20:33:36.656000+00:00,1,25,116665431926784379,"Someone should explain to the Pope that the Mayor of Chicago is useless, and that Iran cannot have a Nuclear Weapon! President DONALD J. TRUMP",0.0
255,2026-05-31 23:27:46.938000+00:00,2026-05-31 23:27:46.938000+00:00,1,84,116671779106880540,"Fake News CNN said today, routinely, that my Iran Nuclear Deal doesn't talk about Nuclear, when actually it states, very clearly, that Iran will not have a Nuclear Weapon. It then goes on, in very strong and lengthy detail, to discuss various other aspects of Nuclear. In fact, that's what most of the agreement is about. CNN, and so many others in the Fake News Media, is a Low Ratings disaster. Even with new ownership, it is unlikely to ever get better!!! President DJT",0.0
256,2026-06-02 01:29:51.644000+00:00,2026-06-02 01:29:51.644000+00:00,1,139,116677921449196957,"If Iran surrenders, admits their Navy is gone and resting at the bottom of the sea, and their Air Force is no longer with us, and if their entire Military walks out of Tehran, weapons dropped and hands held high, each shouting ""I surrender, I surrender"" while wildly waving the representative White Flag, and if their entire remaining Leadership signs all necessary ""Documents of Surrender,"" and admit their defeat to the great power and force of the magnificent U.S.A., The Failing New York Times, The China Street Journal (WSJ!), Corrupt and now Irrelevant CNN, and all other members of the Fake News Media, will headline that Iran had a Masterful and Brilliant Victory over The United States of America, it wasn't even close. The Dumacrats and Media have totally lost their way. They have gone absolutely CRAZY!!! President DJT",0.0
257,2026-06-08 10:34:10.432000+00:00,2026-06-08 10:34:10.432000+00:00,1,61,116714035637911912,"Both sides, Israel and Iran, are looking to do an immediate CEASEFIRE! Final negotiations on “Peace” are proceeding, subject to ignorance or stupidity getting in its way. The Blockade will remain in place, and in full force and effect, until a “Final Deal” is reached. Things should move quickly. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
258,2026-06-09 16:38:07.895000+00:00,2026-06-09 16:38:07.895000+00:00,1,63,116721129088347687,"I have just been informed by our Great Military that last night the Iranians shot down one of our highly sophisticated Apache Helicopters while patrolling over the Strait of Hormuz. There were two pilots involved, both are safe and uninjured. Nevertheless, the United States must, of necessity, respond to this attack. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
259,2026-06-10 11:03:40.002000+00:00,2026-06-10 11:32:52.935000+00:00,2,140,116725476229257491,"Iran's Military is a complete and total mess. Much of it, like their Navy and Air Force, doesn't even exist anymore - They have been completely defeated. Iran is all talk and no action. The Bully of the Middle East is DEAD!!! They've taken too long to negotiate a deal that would have been great for them, now they will have to pay the price!!! President DONALD J. TRUMP || The Fake News Media refuses to report how EFFECTIVE the U.S. Naval BLOCKADE is, the most successful Blockade in the history of Naval Warfare. NOTHING GETS THROUGH unless we want it to. IT IS A STEEL WALL! Iran is doing ZERO business, not paying their military, or any of their bills, and quickly becoming a FAILED NATION! Lots of oil is getting out. Praise be to Allah! President DONALD J. TRUMP",29.21555
260,2026-06-10 17:50:24.116000+00:00,2026-06-10 17:50:24.116000+00:00,1,111,116727075577305840,"Last month, I directed our Great U.S. Military to execute a secret mission to support Oil Tankers and other Commercial Ships through the Strait of Hormuz. Today, I am pleased to announce that this effort has resulted in more than 100 MILLION Barrels of Oil making its way through the Strait, and into the Open Market. More than 200 Commercial Ships have safely traveled through the Strait. This wildly successful effort is because the UNITED STATES of AMERICA CONTROLS the Strait of Hormuz — NOT Iran. Their military is defeated, and their economy is lost. It's over for Iran! Thank you for your attention to this matter. President DONALD J. TRUMP",0.0
261,2026-06-11 12:22:08.869000+00:00,2026-06-11 12:22:08.869000+00:00,1,94,116731447139970106,"The United States will be hitting Iran (Whose Navy, Air Force, Radar, Anti Aircraft, and all other forms of Defense, together with most of its offensive capability, are GONE!), VERY HARD TONIGHT. At some point in the not too distant future, we will be taking Kharg Island, and other oil infrastructure points, and assume total control of their Oil and Gas Markets, much like we have with Venezuela, which is working out brilliantly for both Venezuela and the United States of America. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
262,2026-06-11 17:28:48.789000+00:00,2026-06-11 17:28:48.789000+00:00,1,114,116732652997120164,"Based on the fact that discussions with the Islamic Republic of Iran have been brought to the highest level of Iranian leadership and approved, I have, as President of the United States of America, cancelled the scheduled strikes and bombings against Iran this evening. Discussions and final points have been, in both concept and great detail, approved by all parties involved, including the United States, Israel, Saudi Arabia, UAE, Qatar, Turkey, Pakistan, Bahrain, Kuwait, Jordan, Egypt, and others. The Naval Blockade will remain in full force and effect until this Transaction is finalized — Time and place of the signing to be announced shortly. DONALD J. TRUMP PRESIDENT OF THE UNITED STATES OF AMERICA",0.0
263,2026-06-12 13:40:42.372000+00:00,2026-06-12 13:40:42.372000+00:00,1,91,116737418354503074,"The terms that Iran leaked out to the Fake News have NOTHING to do with the terms that were agreed to, in writing. What they said, including their weak and pathetic statement on having a deal, bears no relation to the truth. Very dishonorable people to deal with. With them, there is no such thing as dealing in good faith. AMAZING! Also, their totally rebuffed Drone attack last night against Indian Ships leaving the Hormuz Strait is TOTALLY UNACCEPTABLE. They better get their act together, and FAST! President DONALD J. TRUMP",0.0
264,2026-06-13 01:03:58.600000+00:00,2026-06-13 01:03:58.600000+00:00,1,237,116740105083348004,"At my direction, the United States Southern Command delivered a swift and lethal kinetic strike to successfully execute Niño Guerrero, the infamous leader of Tren De Aragua, one of the most bloodthirsty Terrorist Organizations on Planet Earth. Before I returned to office, Joe Biden opened our Southern Border to millions of Illegal Criminals, and allowed this foreign army to rape, maim, and murder American Citizens with total impunity. During my Campaign, I pledged to expel these monsters from our Country, and bring Justice to the families of those they slaughtered, including the precious 12-year-old Jocelyn Nungaray, 22-year-old Laken Reilly, and countless other beautiful souls. With this action, the United States Military has brought retribution for them, their families, and their loved ones. Early in my Administration, I delivered on my promise to designate Tren de Aragua as a Foreign Terrorist Organization, deport thousands of evil criminals, and wage war against the Cartels, who have long been waging war against our Citizens, while weak leaders left America helpless and defensive. This action was coordinated closely with our friends in Venezuela, with whom we are working very well. As a result, Tren de Aragua terrorists no longer have safe haven in Venezuela or anywhere else and, under my leadership, we will find these vicious murderers and drugs lords anytime, anyplace, and send them to the depths of hell where they belong. GOD BLESS AMERICA! President DONALD J. TRUMP Video:",0.0
265,2026-06-13 16:45:42.995000+00:00,2026-06-13 16:45:42.995000+00:00,1,232,116743808155352167,"Barack Hussein Obama's Deal with Iran, the JCPOA, was an easy, beautiful, smooth road to a Nuclear Weapon, which Iran would have had six years ago, and would have used long before now. My Agreement with Iran is the exact opposite, A WALL TO NO NUCLEAR WEAPON! In fact, they no longer want a Nuclear Weapon, nor will they have one, either through purchase, development, or any other form of procurement. The Deal is scheduled to get signed tomorrow, and immediately after it is signed, the Hormuz Strait is OPEN TO ALL. Our relationship with Iran is a much different and better one than previous Administrations have had. Unlike Obama's Hundreds of Billions of Dollars in payments to them, including 1.7 Billion Dollars in green, cold cash, no money will exchange hands. At the appropriate time, when all is calm, we will go in and get the Nuclear Dust, buried deep under the powerful sunken granite mountains, thanks to our beautiful B-2 Bombers and their brilliant pilots, and downblend and destroy it, whether in Iran, or the United States. We look forward to working with Iran, and the entire Middle East, long into the future. Hopefully, this process will all work out quickly, easily, and smoothly. If it doesn't, we have the ultimate alternative, hopefully never to be used again! Thank you for your attention to this matter!!! President DONALD J. TRUMP",0.0
266,2026-06-14 14:46:45.673000+00:00,2026-06-14 14:46:45.673000+00:00,1,137,116749002714205339,"This morning's attack on Beirut should not have happened, particularly on a special day when we are so close to a Peace Deal with Iran. Israel has the right to defend itself against threats, but the attack it was responding to was very small and meaningless, nobody was hurt, injured, or killed, and should not disrupt this important process. We are very close to a Deal that will bring peace to the region, including to Lebanon, and all sides should stand down. There should be no more attacks by Israel anywhere in Lebanon, but there should also be no more attacks by any other party, including Hezbollah, against Israel. This could be the beginning of a long and beautiful peace — Let's not blow it! Thank you for your attention to this matter. President DONALD J. TRUMP",0.0
267,2026-06-14 20:22:35.317000+00:00,2026-06-14 20:35:13.697000+00:00,2,126,116750323241294561,"Senator Jack Reed, a Dumocrat from R.I., lied when stating the the Deal we just made is not as good as the Obama disaster known as the JCPOA. Reed is either an outright fraud, or incompetent. The Obuma Deal was a road to a Nuclear weapon for Iran, cash and all, one of the worst and dumbest (hence Dumocrats!) Deals ever made by the U.S. Our Deal is a WALL against Iran ever having a Nuclear weapon, the complete opposite of Obuma. Impeach Jack Reed! || Victoria Coates of the Heritage Foundation is absolutely fantastic! She gets it like few other do. Thank you Victoria. Iran will never have a Nuclear weapon, and the Strait of Hormuz will be opening up for business very shortly!!! President DJT",12.639666666666667
268,2026-06-14 21:29:48.652000+00:00,2026-06-14 21:29:48.652000+00:00,1,55,116750587569914985,"The Deal with the Islamic Republic of Iran is now complete. Congratulations to all! I hereby fully authorize the toll free opening of the Strait of Hormuz, and, simultaneously herewith, authorize the immediate removal of the United States Naval blockade. Ships of the World, start your engines. Let the oil flow! President DONALD J. TRUMP",0.0
269,2026-06-14 22:27:37.043000+00:00,2026-06-14 22:27:37.043000+00:00,1,83,116750814874397998,"This Great Deal will bring Peace and Security to the whole Region. Many presidents have tried to make Peace with Iran, and all have failed before me. The Leaders of the Region have, for the first time, found a President who can help them achieve real Peace. With the opening of the Strait upon the signing of the Deal on Friday, for purposes of mine removal, oil will flow on both ends again for the Region, and the World! President DONALD J. TRUMP",0.0
270,2026-06-15 13:06:11.628000+00:00,2026-06-15 13:06:11.628000+00:00,1,39,116754269577470122,"Ships are starting to move, many loaded up with Oil, out of the Strait of Hormuz. They are going along the Southern “Highway,” which is totally safe, secure, and pristine. There are other areas of travel, also!!! President DJT",0.0
271,2026-06-15 23:17:52.381000+00:00,2026-06-15 23:17:52.381000+00:00,1,31,116756674797972374,"Iran has agreed to never have a Nuclear Weapon! Also, the story that the U.S. is paying Iran 300 million Dollars is Fake News, put out by the Dumocrats!!! President DJT",0.0
272,2026-06-16 16:06:57.340000+00:00,2026-06-16 16:06:57.340000+00:00,1,13,116760642672400305,Former Trump economist says Iran deal means big economic boom for US: justthenews.com/nation/free-sp,0.0
273,2026-06-17 14:01:23.732000+00:00,2026-06-17 14:01:23.732000+00:00,1,125,116765811260304660,"I will be doing a Press Conference in 45 minutes from France. I'll then be heading to Versailles for Dinner with French and other European Leaders, and then back home tonight! The trip was a Great Success but, mostly what people wanted to talk about, is the fact that Iran will not have a Nuclear Weapon, and that the Strait of Hormuz will immediately be opened! Great Numbers in all categories for the United States Economy with more people working today than have ever worked before. Over 19.1 Trillion being invested in the U.S.A. with Factories and everything else happening but, importantly, recent Stock Market numbers are through the roof because of the settlement and, likewise, Oil Prices are tumbling down! President DONALD J. TRUMP",0.0
274,2026-06-18 08:32:31.915000+00:00,2026-06-18 08:32:31.915000+00:00,1,39,116770180426363226,"These fools, who think I haven't been tough enough on Iran, when the Stock Market Just Hit A RECORD HIGH, and Oil prices are “tumbling” down, are either jealous, bad people, or stupid. MAKE AMERICA GREAT AGAIN!!! President DJT",0.0
275,2026-06-18 13:59:53.481000+00:00,2026-06-18 13:59:53.481000+00:00,1,43,116771467656011073,"OIL IS FLOWING, IRAN CAN NEVER HAVE A NUCLEAR WEAPON (THE WORLD WILL BE SAFE!), THE STOCK MARKETS ARE ROARING, JOBS ARE AT RECORDS, AND PRICES ARE DROPPING (AFFORDABILITY!). OUR COUNTRY IS STRONG, SAFE, AND RESPECTED LIKE NEVER BEFORE. “YOU'RE WELCOME!” President DJT",0.0
276,2026-06-18 18:01:06.067000+00:00,2026-06-18 18:09:20.453000+00:00,2,136,116772416131420569,"The United States is committed to PEACE, and we encourage everyone in the Middle East Region to maintain their commitment to allowing our negotiations to beautifully unfold. The Markets are loving what is happening with Oil Prices way down, and Stocks way up. We expect a complete Ceasefire on all fronts, including Lebanon, Hezbollah, and Israel. Thank you for your attention to this matter! President DONALD J. TRUMP || The United States is committed to PEACE, and we encourage everyone in the Middle East Region to maintain their commitment to allowing our negotiations to beautifully unfold. The Markets are loving what is happening with Oil Prices way down, and Stocks way up. We expect a complete Ceasefire on all fronts, including Lebanon, Hezbollah, and Israel. Thank you for your attention to this matter! President DONALD J. TRUMP",8.239766666666666
277,2026-06-19 12:33:28.085000+00:00,2026-06-19 12:33:28.085000+00:00,1,54,116776790136289354,"The War has diminished Iran! It doesn't, any longer, have an Air Force, a Navy, Antiaircraft Equipment, Radar, or practically anything else, and yet the Dumocrats say that Iran is better off now than it was four months ago. Can you imagine getting away with that??? How stupid can some people be??? President DJT",0.0
278,2026-06-20 11:00:36.045000+00:00,2026-06-20 11:00:36.045000+00:00,1,102,116782087277472431,"Radical Left fools and Dumocrats realize how well we have done in our War against Iran, with their Country being completely defeated militarily. Obuma just kept giving them $Billions in cash, and never used our then depleted military for what should have been done to reign in the World's number one sponsor of terror, Iran. They had ZERO respect for him. They thought he was, like Sleepy Joe Biden, a weak and ineffective leader, and on this they were 100% correct. Iran got away with ”murder” for 47 years, until I came along. Then it all changed. AMERICA IS BACK!!! President DJT",0.0
279,2026-06-20 11:55:49.413000+00:00,2026-06-20 12:24:24.709000+00:00,2,177,116782304422351399,"Funny how the Dumocrats like to say that Iran is in a stronger position today than they were three months ago, despite the fact that they have been defeated militarily, with no Navy or Air Force. That's why I call them the Dumocrats!!! President DJT || Italian Prime Minister Giorgia Meloni asked, over and over, for a picture with me during the G-7 meeting in France. She is doing poorly in Italy with her level of popularity, possibly because she turned down the United States of America, a Country that truly loves and protects Italy, when it came to denying Iran from obtaining or developing a Nuclear Weapon (But so did NATO, for that matter!). She wouldn't even let us use Italy's landing strips or runways, a great logistical inconvenience, and this despite the fact the U.S. contributes hundreds of Billions of Dollars a year to protect Italy, and other “so-called” NATO Allies. Now, after the United States defeated Iran militarily, she wants to be friends again in order to get her “numbers up.” No thanks!!! President DJT",28.588266666666666
280,2026-06-20 19:15:17.123000+00:00,2026-06-20 19:15:17.123000+00:00,1,83,116784032456610294,"There will be NO TOLLS in the Hormuz Strait for 60 days during the Cease Fire Period, and there will be NO TOLLS after the 60 day period has expired, unless they are imposed by and for the United States of America, should the deal not be completed, for services rendered as the Guardian Angel to the countries of the Middle East for purposes of both past, present, and future reimbursement of costs. Thank you for your attention to this matter!!! President DJT",0.0
281,2026-06-21 11:41:44.414000+00:00,2026-06-21 11:41:44.414000+00:00,1,42,116787911354917242,"Happy Father's Day! Our Country is doing GREAT. Record Jobs Numbers and Stock Market, BEST ECONOMY EVER! Greatest Military in the World, by far. We are WINNING on all fronts, WINNING LIKE NEVER BEFORE. GOD BLESS YOU ALL!!! President DONALD J. TRUMP",0.0
282,2026-06-21 19:39:24.097000+00:00,2026-06-21 19:39:24.097000+00:00,1,57,116789789595899412,"After spending Trillions of Dollars on NATO, Italy, and its Prime Minister, wouldn't even think of becoming involved with the Islamic Republic of Iran and their very serious Nuclear Threat. For decades, we defend them but, when tested, they are not there to defend us, and the rest of the World. Not good! President DONALD J. TRUMP",0.0
283,2026-06-21 20:57:26.434000+00:00,2026-06-21 20:57:26.434000+00:00,1,102,116790096457517049,"The headline in the Corrupt and Failing New York Times: “What Changed After Almost 4 Months of War? Analysts Say Not Much.” REALLY? Their Military is DONE, their Navy is GONE, their Air Force is GONE, their Launching Pads, Missiles, Drones and Manufacturing of same, is almost GONE, their top two sets of Leaders are GONE, their Inflation is at 250%, their Economy is BROKEN, their Soldiers aren't being paid, the Hormuz Strait is OPEN, THE OIL IS GUSHING, and the U.S. Stock Market and Jobs are at record HIGHS. That's what's CHANGED, you corrupt and unethical cowards, and MORE!!! President DJT",0.0
284,2026-06-22 16:58:08.030000+00:00,2026-06-22 16:58:08.030000+00:00,1,27,116794817775547048,Everybody is fully aware that Iran will agree to have Major Weapons Inspections in order to ensure “Nuclear Honesty” long into the future. President DONALD J. TRUMP,0.0
285,2026-06-23 11:20:55.091000+00:00,2026-06-23 11:24:12.430000+00:00,2,237,116799154100072125,"Despite their protestations and false statements to the contrary, coupled with the drumbeat of the Fake News, which is doing everything possible to make the U.S. Victory as small and insignificant as possible, Iran has fully and completely agreed to highest level Nuclear inspections long into the future (Infinity!!!). This will insure “Nuclear Honesty.” If they did not agree to this, there would be no further negotiations! Based on this and other major concessions being made by Iran, I have agreed to allow the Hormuz Strait to remain OPEN, with no further Naval Blockade. However, all ships are remaining in place should it be necessary to reinstitute the Blockade, which seems, at this point, highly unlikely. The Money and/or Sanctions that the U.S. Treasury is releasing goes into escrow, controlled by the U.S.A., and will be used for the purchase of food and medical supplies, exclusively from the United States, including Corn, Wheat, and Soybeans from our great American Farmers. These are things that are desperately needed by Iran. This is a humanitarian crisis, and I feel it is necessary to help, NOW, before it is too late. Talks are going well! Thank you for your attention to this matter. President DONALD J. TRUMP || 19 Millions Barrels of Oil flowed out of the Hormuz Strait yesterday, an all time RECORD. Oil prices are tumbling down, and the World is a much safer place!!! President DONALD J. TRUMP",3.2889833333333334
286,2026-06-24 02:39:15.080000+00:00,2026-06-24 02:39:15.080000+00:00,1,137,116802765132974094,"So, I have Iran on the “ropes,” ready to go down for the fall, willing to give us practically anything, and for the first time in decades, respecting the hell out of the United States and its President, ME, and the U.S. Senate decides to have a poorly timed and meaningless War Powers Act Vote, telling the Number One Sponser of Terror in the World that the United States doesn't like what I am doing to them, and I must stop, and by so doing has provided aid and comfort the Enemy. Four Republican Losers voted with the Dumocrats, and Iran asked my people, “what does that all mean?” These Senators have just made my job more difficult, but I will get it done, one way or the other, because I always get it done! President DJT",0.0
287,2026-06-24 04:12:13.911000+00:00,2026-06-24 04:12:13.911000+00:00,1,63,116803130747198847,"The big Oil Companies are not dropping their price at the pump commensurate with the sharply lower prices they are paying for Oil. Those prices are dropping like a rock! In other words, customers are being “gouged.” I have instructed the DOJ to immediately start looking into this. Gasoline prices better start going down a lot faster than what I'm seeing! President DJT",0.0
288,2026-06-24 11:37:15.907000+00:00,2026-06-24 11:37:15.907000+00:00,1,127,116804880689253931,"Iran has informed the U.S. that, despite troublemaking Fake News reporting to the contrary, there are “NO TOLLS, NO INSURANCE COSTS, & NO OTHER CHARGES OF ANY KIND BEING SOUGHT OR RECEIVED BY IRAN ON SHIPS TRAVELING THE STRAIT OF HORMUZ.” If this is false information, negotiations would end, immediately! Additionally, no money has been given to Iran, or released from their money to them, by the U.S. We will be releasing some of their money, that is totally controlled by us, to our Farmers and Ranchers, for the purchase of Corn, Wheat, Soybeans, and more. Food is desperately needed in Iran, and we will be purchasing it for them exclusively from the United States. Thank you for your attention to this matter! President DONALD J. TRUMP",0.0
289,2026-06-26 15:51:03.742000+00:00,2026-06-26 15:51:03.742000+00:00,1,71,116817203281419093,"The Islamic Republic of Iran shot at least four One Way Attack Drones at Ships transversing the Strait of Hormuz. One of the Drones solidly hit the upper deck of a large and very expensive Cargo Carrying Ship. Damage was done, but the Ship was able to proceed on its way. We knocked down three other Drones. Obviously, this is a foolish violation of our Ceasefire Agreement. President DONALD J. TRUMP",0.0
290,2026-06-27 23:13:04.142000+00:00,2026-06-27 23:13:04.142000+00:00,1,73,116824603632739697,"United States aircraft just struck Iranian missile and drone storage locations, and coastal radar sites, for violating the Cease Fire Agreement, AGAIN! It is very possible that they will never learn! There may come a point when we are no longer able to be reasonable, and will be forced to militarily complete the job that we very successfully started. If that happens, the Islamic Republic of Iran will no longer exist! President DJT",0.0
291,2026-06-28 03:53:25.454000+00:00,2026-06-28 04:22:48.371000+00:00,2,175,116825706034291064,"Mack to the future: Trump touts Iran deal energy boom that could boost trucking biz: justthenews.com/government/whi || Based on a very quick and boring briefing concerning the Magot Hagerman book about me, it is mostly made up, Fake News, largely fiction, as have been most of the things she has written about me for so many years. She is a third rate writer and intellect, who has made a first rate income because of your favorite President, ME. She was wrong about me on the Elections, although she knew I was going to win, BIG! She was wrong about me on the Russia, Russia, Russia Hoax, and she was wrong about me on just about everything else. But she continues to spew out garbage, and people continue to buy it. REMEMBER, I WON THE ELECTION, BIG - ALL SEVEN SWING STATES, THE POPULAR VOTE, 86% of the Counties…And they don't have the audio tapes that they imply they have. Just another Margot Con Job! And Iran will never have a Nuclear Weapon!!! President DONALD J. TRUMP",29.38195
292,2026-06-29 10:47:14.501000+00:00,2026-06-29 10:47:14.501000+00:00,1,23,116832995541119171,"Highest Poll Numbers Ever. Even Higher than Election Day, November 5th. This despite the fact that, IRAN WILL NOT HAVE A NUCLEAR WEAPON!",0.0
293,2026-06-29 11:23:32.814000+00:00,2026-06-29 11:23:32.814000+00:00,1,24,116833138299035157,"WTI CRUDE - $69, and heading down. This is less than it was prior to the start of the Denuclearization of Iran! President DJT",0.0
294,2026-06-29 23:39:34.264000+00:00,2026-06-29 23:39:34.264000+00:00,1,126,116836032463779667,"Gasoline Retailers must get their Prices down, IMMEDIATELY! They're too high considering that Oil is now at $68 a Barrel, and heading south. The Retailers must quickly react to this statement, and do what they know is right — DROP YOUR PRICE FOR OUR GREAT AMERICAN PEOPLE! There will be no gauging, which is totally illegal. If Retailers don't do this, big problems lie ahead! Start targeting around the $2.50 a Gallon number, and California should stop charging such heavy Taxes on their Gasoline. Soon the Tax will be higher than the Product itself, and the United States will not stand for it, nor will the People of California, who are being abused by these ridiculous Taxes, and by their own Government. President DONALD J. TRUMP",0.0
